Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"El Patron","El Patron > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120214333/el-patron,4.0,-1,Boulder,V7,1,15,40.48871,-75.21891
Head,"Trail Split Boulders > Top Rock Approach Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120920248/head,1.5,-1,Boulder,V0-,1,,40.49143,-75.21129
Toes,"Trail Split Boulders > Top Rock Approach Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120920346/toes,2.0,-1,Boulder,V0,1,,40.49143,-75.21129
Shoulders,"Trail Split Boulders > Top Rock Approach Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120920269/shoulders,3.0,-1,Boulder,V1,1,,40.49143,-75.21129
Knees,"Trail Split Boulders > Top Rock Approach Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120920311/knees,2.0,-1,Boulder,V1,1,,40.49143,-75.21129
Propecia,"Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108409975/propecia,2.0,-1,Boulder,V0+,1,10,40.48792,-75.21974
"The Plug","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107573269/the-plug,2.1,-1,Boulder,V1,1,10,40.48792,-75.21974
Viagra,"Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108409962/viagra,-1.0,-1,Boulder,V1,1,10,40.48792,-75.21974
"Cheese and Crackers","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478437/cheese-and-crackers,2.2,-1,Boulder,V1,1,10,40.48792,-75.21974
"Cheese and Crackers Sit Start","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478442/cheese-and-crackers-sit-start,2.0,-1,Boulder,V2,1,15,40.48792,-75.21974
"Garden Spider Party","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478446/garden-spider-party,2.0,-1,Boulder,V2,1,10,40.48792,-75.21974
"Rubbin the Nubbin","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108409930/rubbin-the-nubbin,2.7,-1,Boulder,V3,1,10,40.48792,-75.21974
Yohimbe,"Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414114/yohimbe,2.0,-1,Boulder,V3,1,8,40.48792,-75.21974
"Garden Spider Party Sit","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478450/garden-spider-party-sit,2.0,-1,Boulder,V3,1,15,40.48792,-75.21974
"Hugo Long","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108424240/hugo-long,2.3,-1,Boulder,V4,1,10,40.48792,-75.21974
Nutmeg,"Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414085/nutmeg,-1.0,-1,Boulder,V4,1,8,40.48792,-75.21974
"Jungle Boogie V4 Var.","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414103/jungle-boogie-v4-var,-1.0,-1,Boulder,V4,1,8,40.48792,-75.21974
"Tour Du Bloc","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107530224/tour-du-bloc,-1.0,-1,Boulder,V4,1,,40.48792,-75.21974
"The Goose","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414107/the-goose,1.0,-1,Boulder,V4-5,1,8,40.48792,-75.21974
"Jungle Boogie","Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414095/jungle-boogie,3.4,-1,Boulder,V6,1,10,40.48792,-75.21974
"Unnamed V0-","Chris' Acres > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414120/unnamed-v0,1.0,-1,Boulder,V0-,1,8,40.48726,-75.22081
"Unnamed V1","Chris' Acres > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414127/unnamed-v1,3.0,-1,Boulder,V1,1,8,40.48726,-75.22081
"Unnamed V4","Chris' Acres > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108414134/unnamed-v4,3.0,-1,Boulder,V4,1,8,40.48726,-75.22081
"Ninja Squirrel","Ninja Squirrel > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107996795/ninja-squirrel,2.3,-1,Boulder,V6,1,,40.48898,-75.21653
Cooperazzi,"Delicate Troll boulder > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109610176/cooperazzi,3.0,-1,Boulder,V4,1,,40.48832,-75.21844
"Cooperazzi Sit","Delicate Troll boulder > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111475512/cooperazzi-sit,2.0,-1,Boulder,V5,1,12,40.48832,-75.21844
"Egg Roll","Egg Roll > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109588586/egg-roll,2.7,-1,Boulder,V4,1,,40.48911,-75.21724
"Light Shag","The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107956741/light-shag,3.0,-1,Boulder,V3,1,,40.48815,-75.21816
"Turkish Blend","The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107956746/turkish-blend,2.3,-1,Boulder,V5,1,,40.48815,-75.21816
"Bulgur Hay","The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111479562/bulgur-hay,2.0,-1,Boulder,V6,1,,40.48815,-75.21816
"The Perch","The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109588582/the-perch,2.0,-1,Boulder,V9,1,,40.48815,-75.21816
"Throwing Oranges","Throwing Oranges at the Eskimos > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107956724/throwing-oranges,2.3,-1,Boulder,V2-3,1,,40.48941,-75.21678
"Ulu Traverse","Nightmare Arete > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117067635/ulu-traverse,1.5,-1,Boulder,V0,1,,40.48929,-75.21671
"Bad Dream","Nightmare Arete > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120165863/bad-dream,3.0,-1,Boulder,V4,1,15,40.48929,-75.21671
"Jesus Calls for War (aka - Nightmare Arete)","Nightmare Arete > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107956734/jesus-calls-for-war-aka-nightmare-arete,3.2,-1,Boulder,V7,1,,40.48929,-75.21671
Bootleg,"Bootleg > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111479461/bootleg,3.7,-1,Boulder,V10-,1,12,40.48836,-75.21763
"Rumble In The Jumble","Rumble In The Jumble > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120141182/rumble-in-the-jumble,4.0,-1,Boulder,"V7 R",1,30,40.48839,-75.21777
"Sitting Pretty","Sitting Pretty > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120158419/sitting-pretty,3.0,-1,Boulder,V4,1,10,40.48817,-75.21818
Acetaminophen,"Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120193407/acetaminophen,2.0,-1,Boulder,V3,1,10,40.48815,-75.21815
"Cody Layback","Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120181317/cody-layback,2.0,-1,Boulder,V4,1,8,40.48815,-75.21815
"Alien Face","Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120236754/alien-face,2.0,-1,Boulder,V4,1,6,40.48815,-75.21815
"E.T. Phone Home","Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120237178/et-phone-home,2.0,-1,Boulder,V5,1,8,40.48815,-75.21815
"I Call Shotgun","Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120237193/i-call-shotgun,2.0,-1,Boulder,V5,1,8,40.48815,-75.21815
Grovelfest,"Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120165873/grovelfest,3.0,-1,Boulder,V6,1,8,40.48815,-75.21815
"Air Out Right","Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120165903/air-out-right,2.0,-1,Boulder,V2,1,12,40.48821,-75.21755
"Air Out Left","Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120165889/air-out-left,2.5,-1,Boulder,V3,1,12,40.48821,-75.21755
"Bogus Journey","Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120179737/bogus-journey,2.0,-1,Boulder,V3,1,12,40.48821,-75.21755
"Air Hog","Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120179826/air-hog,2.0,-1,Boulder,V4,1,12,40.48821,-75.21755
"Team Effort","Team Effort > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120181234/team-effort,3.0,-1,Boulder,V4,1,15,40.48852,-75.21718
"The Fin","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109851413/the-fin,3.4,-1,Boulder,V2,1,15,40.48797,-75.21922
"Moss Clod","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111078167/moss-clod,2.5,-1,Boulder,V2,1,10,40.48797,-75.21922
"Pete's Butt Swing","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111391400/petes-butt-swing,2.5,-1,Boulder,V3,1,,40.48797,-75.21922
"Funky Butt Love","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111277615/funky-butt-love,2.9,-1,Boulder,V4,1,10,40.48797,-75.21922
"Main Squeeze","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116165484/main-squeeze,1.0,-1,Boulder,V4,1,,40.48797,-75.21922
"Funky Butt Flies","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/112107229/funky-butt-flies,3.0,-1,Boulder,V5+,1,10,40.48797,-75.21922
"Catching Flies","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111391386/catching-flies,2.8,-1,Boulder,V5-6,1,15,40.48797,-75.21922
"The Tainted Orb","The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116165493/the-tainted-orb,1.0,-1,Boulder,V7,1,,40.48797,-75.21922
"Bump and Drag","Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108479022/bump-and-drag,1.9,-1,Boulder,V0,1,20,40.49002,-75.2173
"Tit Toss","Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108479015/tit-toss,2.2,-1,Boulder,V1,1,15,40.49002,-75.2173
"Twin Cracks","Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108875162/twin-cracks,1.8,-1,Boulder,V1,1,10,40.49002,-75.2173
"Teddy Bear Picnic","Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108479009/teddy-bear-picnic,2.6,-1,Boulder,V2,1,10,40.49002,-75.2173
"Jeff's Route","Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108479027/jeffs-route,1.0,-1,Boulder,V3,1,10,40.49002,-75.2173
Googy,"Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109871458/googy,2.7,-1,Boulder,V5,1,10,40.49002,-75.2173
"Show Me Yours","Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116165029/show-me-yours,2.0,-1,Boulder,V5,1,,40.49002,-75.2173
"Into the Picnic","Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109509290/into-the-picnic,2.3,-1,Boulder,V5,1,18,40.49002,-75.2173
"Open Book","Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108320658/open-book,1.6,-1,Boulder,V0-,1,10,40.49009,-75.21679
"Fun Boulder Slab","Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108320648/fun-boulder-slab,1.7,-1,Boulder,V0,1,10,40.49009,-75.21679
"Huggles Arete","Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108320663/huggles-arete,2.3,-1,Boulder,V2,1,10,40.49009,-75.21679
"The Mantel","Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108320690/the-mantel,2.2,-1,Boulder,V3,1,15,40.49009,-75.21679
Air,"Picnic Rock > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108320723/air,3.1,-1,Boulder,V0,1,15,40.49039,-75.2173
"Disco Stew","Picnic Rock > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108320702/disco-stew,2.3,-1,Boulder,V2,1,15,40.49039,-75.2173
O.D.B.,"The Flaming Moe > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120890927/odb,1.0,-1,Boulder,"V0 PG13",1,20,40.49013,-75.21849
"The Flaming Moe","The Flaming Moe > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107996919/the-flaming-moe,2.6,-1,Boulder,V4,1,,40.49013,-75.21849
"The Deviled Egg","Deviled Egg > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111479605/the-deviled-egg,2.0,-1,Boulder,V7,1,10,40.49002,-75.2179
"Deviled Egg (Sit)","Deviled Egg > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111479609/deviled-egg-sit,1.0,-1,Boulder,V8,1,10,40.49002,-75.2179
"The Tri-Force","The Amphitheater > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111479963/the-tri-force,2.0,-1,Boulder,V6,1,,40.4903,-75.21729
Peligro,"The Amphitheater > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111479956/peligro,1.0,-1,Boulder,V10,1,15,40.4903,-75.21729
"Panda Crack","Teddy Bear Satellite > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119293783/panda-crack,3.0,-1,Boulder,V0,1,12,40.48938,-75.21634
"Polar Bear Crack","Teddy Bear Satellite > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111503579/polar-bear-crack,3.0,-1,Boulder,V3,1,12,40.48938,-75.21634
"Why Ask Why","The Y Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120224831/why-ask-why,1.0,-1,Boulder,V3,1,8,40.49014,-75.21767
YYZ,"The Y Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120224811/yyz,2.0,-1,Boulder,V5,1,8,40.49014,-75.21767
Chiba,"Chiba Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109509148/chiba,3.3,-1,Boulder,V6,1,10,40.49127,-75.21665
"The Throw","Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111277543/the-throw,2.5,-1,Boulder,V1+,1,10,40.49205,-75.21725
"The Wink","Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111277575/the-wink,3.3,-1,Boulder,V3,1,10,40.49205,-75.21725
Pipeline,"Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111277536/pipeline,2.0,-1,Boulder,V4,1,10,40.49205,-75.21725
Waterworks,"Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120147628/waterworks,2.0,-1,Boulder,V6,1,,40.49205,-75.21725
Hobo,"Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111277559/hobo,3.5,-1,Boulder,V8,1,12,40.49205,-75.21725
"Proximity Infatuation","Proximity Infatuation Area > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469420/proximity-infatuation,4.0,-1,Boulder,V11,1,18,40.4922,-75.20678
"45 Degree Arete","45 Degree Wall > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118868413/45-degree-arete,2.5,-1,Boulder,V6,1,,40.50668,-75.22469
"45 Degree Wall","45 Degree Wall > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109552785/45-degree-wall,3.0,-1,Boulder,V7,1,12,40.50668,-75.22469
"Observable Differences","45 Degree Wall > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111719867/observable-differences,3.7,-1,Boulder,V8,1,14,40.50668,-75.22469
"Road Runner","End of the Road Boulders > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120187389/road-runner,3.0,-1,Boulder,"V5 R",1,10,40.50187,-75.2188
"Chilly Willy","End of the Road Boulders > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120187378/chilly-willy,3.0,-1,Boulder,"V6 R",1,8,40.50187,-75.2188
"The Eye","Eye > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109648075/the-eye,3.0,-1,Boulder,V4,1,,40.50668,-75.23267
"Jane Doe","Doe > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116560505/jane-doe,2.0,-1,Boulder,V2,1,,40.49662,-75.2404
"Baby Doe","Doe > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116560529/baby-doe,2.0,-1,Boulder,V3,1,,40.49662,-75.2404
"Jon Doe","Doe > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116560490/jon-doe,3.2,-1,Boulder,V7,1,10,40.49662,-75.2404
"The Amoeba","Amoeba > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109648100/the-amoeba,3.4,-1,Boulder,V7,1,,40.51304,-75.23638
"The Pod","Pod > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469580/the-pod,1.8,-1,Boulder,V6,1,11,40.50505,-75.23125
"Steamed Buns","Steamed Buns > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120162203/steamed-buns,1.0,-1,Boulder,V2,1,8,40.50425,-75.23073
"Fried Dumpling","Steamed Buns > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120162172/fried-dumpling,1.0,-1,Boulder,V3,1,8,40.50425,-75.23073
"Hum Bao","Steamed Buns > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120162188/hum-bao,2.0,-1,Boulder,V6,1,10,40.50425,-75.23073
"Stolen Goods","Stolen Goods > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120224881/stolen-goods,4.0,-1,Boulder,V5,1,8,40.50425,-75.23073
"Hair of the Dog","Summit Pile > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120224913/hair-of-the-dog,3.0,-1,Boulder,V4,1,20,40.50425,-75.23073
Frumpy,"Frumpy > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120224954/frumpy,2.0,-1,Boulder,V5,1,12,40.50425,-75.23073
"Fudge Muggler","Wavy Flakes > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120713426/fudge-muggler,2.0,-1,Boulder,V6,1,,40.50447,-75.23186
Fang,"Wavy Flakes > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120713068/fang,3.0,-1,Boulder,V7,1,,40.50447,-75.23186
"Butt Smuggler","Wavy Flakes > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120713517/butt-smuggler,3.0,-1,Boulder,V8,1,,40.50447,-75.23186
Noel,"Noel > North Mountain > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121720188/noel,4.0,-1,Boulder,V8,1,,40.50466,-75.23127
"Cup of Tea","James Brown Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107996878/cup-of-tea,3.0,-1,Boulder,V4,1,,40.48657,-75.21899
"Squeezing Your Mom","James Brown Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469461/squeezing-your-mom,3.3,-1,Boulder,"V6 PG13",1,10,40.48657,-75.21899
"Riding the Elephant","James Brown Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469449/riding-the-elephant,3.5,-1,Boulder,"V11 R",1,18,40.48657,-75.21899
"Four Leaf Clover","The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469676/four-leaf-clover,1.0,-1,Boulder,"V0- PG13",1,18,40.4856,-75.21668
"Broken Heart","The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469988/broken-heart,2.0,-1,Boulder,V0-,1,15,40.4856,-75.21668
"The Heart of Haycock","The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469782/the-heart-of-haycock,3.0,-1,Boulder,V4,1,15,40.4856,-75.21668
"Not The Mangler","The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469640/not-the-mangler,2.0,-1,Boulder,V5,1,10,40.4856,-75.21668
Big,"The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111469662/big,2.0,-1,Boulder,"V5 PG13",1,15,40.4856,-75.21668
"The Hoagie","The Big Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/112502165/the-hoagie,3.0,-1,Boulder,V7-8,1,15,40.4856,-75.21668
Lavender,"River of Rocks > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120235692/lavender,2.0,-1,Boulder,V4,1,15,40.48563,-75.21887
"Teenage Wasteland","River of Rocks > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120236736/teenage-wasteland,2.0,-1,Boulder,V5,1,8,40.48563,-75.21887
"Under My Thumb","River of Rocks > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111475525/under-my-thumb,3.2,-1,Boulder,V6,1,15,40.48563,-75.21887
