,index,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description
265,265,Blow Out,Forbidden Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/122415295/blow-out,3.0,-1,Boulder,V1,1,,40.0275,-75.1927,SDS with opposing sidepulls. Grab a pinch and move up and right along jugs to the same finish as Forbidden Traverse.
266,266,Jugs,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117043886/jugs,2.0,-1,Boulder,V0,1,,40.0164,-75.2064,"Start on the prominent jug farthest to the right. Move up and left on jugs to reach a long shelf. It's a real choose your own adventure kinda thing here, plenty to choose from. Continue traversing left to the same finish as The Rainbow for a V2.Beta Vid"
267,267,The Rainbow,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116754173/the-rainbow,2.7,-1,Boulder,V0+,1,,40.0164,-75.2064,Start matched on the prominent jug in the middle of the face. Follow the flake up to the right using only the holds along that seam. The shelf at the top is the finish. If you really have something to prove you could probably top it out for a V2 :)
268,268,Lushes Lip,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116753957/lushes-lip,2.3,-1,Boulder,V1,1,,40.0164,-75.2064,Start matched on the horn on the far right. Traverse left along the lip as far as possible then top out. The rock on the bottom left is off.Beta Vid
269,269,Poison Ivy,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119566154/poison-ivy,1.5,-1,Boulder,V1,1,,40.0164,-75.2064,"Start on the big chalked-up ledge and make a big move up to a good hold. Ride the rail rightwards, crossing into the finish of The Rainbow."
270,270,Richs Arete,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107442564/richs-arete,3.0,-1,Boulder,V1-2,1,,40.0164,-75.2064,"A fun arete sit starting on the slab, climbing the water streak."
271,271,Edges And Ledges,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119566097/edges-and-ledges,2.0,-1,Boulder,V2-,1,,40.0164,-75.2064,Sit start at the beginning of the crack system and bust a move up to the prominent jug ledge above the end of the crack. Keep following the good holds into the finish of The Rainbow.
272,272,Pot Of Gold,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119566438/pot-of-gold,2.0,-1,Boulder,V2,1,,40.0164,-75.2064,"Start at the bottom of the crack and make a move or two up it. With your right hand established somewhere amongst the very chalked bulge where the crack splits, get yourself set up for a big throw left to the massive left-facing flake. Go big with the left hand, cut feet for style points, and bring your right hand over to match the flake. Finish with a big and easy toss up to the the big ledge directly above the flake, or finish on the Rainbow.The big jug ledge near the end of the crack is off."
273,273,Boltax,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119872934/boltax,2.0,-1,Boulder,V2,1,,40.0164,-75.2064,"This problem is only 3 moves, but they are pretty fun ones. Stand start on two parallel holds below the end of Lushes Lip, and climb the face to the right of the arete, using a gaston and nice sculpted sidepull. Finish by matching the top of Rich's Arete."
274,274,Iron Toss,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119566199/iron-toss,2.8,-1,Boulder,V3,1,,40.0164,-75.2064,"Fun variation of Iron Cross. Start on the same big ledge and make the same initial moves as Iron Cross, but once you are situated in the pocket, move up into the crimp and make a toss for the big ledge directly above you. Finish on Poison Ivy (traverse the ledge right, into the finishing jug for The Rainbow)."
275,275,Iron Cross,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119532587/iron-cross,3.2,-1,Boulder,V3-4,1,10.0,40.0164,-75.2064,Start with hands on the big chalked-up ledge. Move right into the crimpy pocket and execute the iron cross into the juggy left-facing flake (the higher crimp between the pocket and flake is off). Finish on The Rainbow.
276,276,The Gaston Classic,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119872992/the-gaston-classic,4.0,-1,Boulder,V6,1,,40.0164,-75.2064,"Start at the base of the crack and climb it until it peters out (juggy ledges to the left of the crack are off). Move up to a good sloping pocket and then to a sharp crimp pocket above it. Make a big move with the right hand to the small but positive gaston, then fire up for a crimp just below the lip. Finish on the juggy lip.There are three variations/eliminates for this problem; here is abeta videofrom Rich showing which holds are on."
277,277,Zigg Then Zagg,The Danger Dam > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/115176499/zigg-then-zagg,3.0,-1,Boulder,V7-,1,,40.0164,-75.2064,"Start on the two obvious crimps moving left horizontal to the two other crimps. Finding good footing to start is good for right foot, but suspect for the left foot.Throw left hand up to mini jug and work your way up to large jug that's left and up. Find some feet then head up and right to crimps then a far right to ledge (crux is these last few moves mentioned). From there top out with by throwing a heal up and moving a little further to the left and over. If you don't go over the top no worries, has lots of vegetation so can be muddy and slippery.Contrived problem, but some good heal hooks and crux at the end. Most problems are easy on this wall, but a pretty decent one for the area. This may already be a problem, but because of all the ""not in plays"" it may not have been."
278,278,Council Rock Traverse,Council Rock > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117755558/council-rock-traverse,3.0,-1,Boulder,V0,1,,40.0682,-75.22034,Start with large jugs on the far left. Traverse right using the lowest holds and exit right onto the lower ledge.
279,279,Pahsaheman,Council Rock > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/112778950/pahsaheman,3.0,-1,Boulder,V0,1,,40.0682,-75.22034,Start on the obvious hold on the lower left. Climb the nice holds to the left of the arête.
280,280,Teedyuscung,Council Rock > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/112778926/teedyuscung,3.6,-1,Boulder,V1-,1,,40.0682,-75.22034,Start on large jugs on the left and traverse up and right across the face. Climb up on jugs on the right side of the face and top out over the highest point.
281,281,Fishbowl,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/114099402/fishbowl,1.8,-1,Boulder,V0-,1,,40.02702,-75.19416,Start on the huge jug at the base. Boulder at the base is on. Throw straight up to the lip and top out. Far right jugs and arête are off.Beta Vid
282,282,Ben Franklin,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/114099355/ben-franklin,2.8,-1,Boulder,V1,1,,40.02702,-75.19416,"Sit start with a left heel, reach up to the crack and move right. Solid top out.Beta Vid"
283,283,Im Bringing Lobsterbacks,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118056909/im-bringing-lobsterbacks,2.5,-1,Boulder,V1,1,12.0,40.02702,-75.19416,Start with a hand on the lip and a hand in the tiny but incut crimp under the lip. Make a hard starting move to a juggy flake and then follow jugs up and right.
284,284,Skeletons In The Closet,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118169552/skeletons-in-the-closet,3.0,-1,Boulder,V1,1,15.0,40.02702,-75.19416,"Sit start on a jug and work up and right on good holds. Figure out a way to reach the crack on the face above the roof, and then manage the scary and insecure topout. A key hold on the lip is hollow sounding and flexing, might break off after another winter freeze/thaw."
285,285,Squishy Fishies,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119340848/squishy-fishies,3.0,-1,Boulder,V2,1,8.0,40.02702,-75.19416,Start on jug below the boulder. Move on ledge right until top out. Do not use the detached block for feet.
286,286,Mind The Gap,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118626362/mind-the-gap,2.0,-1,Boulder,V2 PG13,1,8.0,40.02702,-75.19416,Sit start with hands on the slopey start and toes hooked around the arete as seen in the picture. Move up and top out over the lip. Make sure to have a spotter as a fall could send you tumbling down the hill.Beta Video:
287,287,Im A Man Cheetah,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117662910/im-a-man-cheetah,2.5,-1,Boulder,V2,1,12.0,40.02702,-75.19416,"I believe this is a FA. start with left hand on crimp, and right hand on the obvious hold. Go directly up and over the bulge of the boulder to top out.Beta Vid:"
288,288,A Very Good Cool Down Problem,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119115076/a-very-good-cool-down-problem,3.0,-1,Boulder,V2-3,1,12.0,40.02702,-75.19416,Start at the base of Ben Franklin and moves up and right to the obvious positive (and very sharp) horizontal. Follow the progressively smoother and smaller holds moving right to the obvious finish rail. Nice traverse for waiting out the rain.
289,289,The Snack That Smiles Back,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119340822/the-snack-that-smiles-back,3.0,-1,Boulder,V3,1,8.0,40.02702,-75.19416,Start on the jug below boulder and move straight up the face. Do NOT use the block.
290,290,Dishless Traverse,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119451072/dishless-traverse,3.0,-1,Boulder,V3,1,10.0,40.02702,-75.19416,"It's an eliminate, but hey, this is the Wiss. Sit start with hands on the sloping rail at the right end of the boulder. Move left, through textured slopers and the perpetually-soggy crimps and into the big jug underneath the ""dirty dishes"" holds, without using the dishes. Keep traversing left to the big sharp jug on the arete, or save yourself the pump and shoot directly to the good holds above the jug on the arete. Top out as for Ben Franklin."
291,291,Dirty Dishes,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/114099382/dirty-dishes,2.8,-1,Boulder,V3+,1,,40.02702,-75.19416,V4- Version: Sit start on crimps in center face. Move up to a jug then work up and right to a large slot without using the jugs out left. Top out above.V3+ Version: Sit start on crimps in center face. Move up using your choice of holds and top out.
292,292,Dirty Lobsters,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118056934/dirty-lobsters,3.0,-1,Boulder,V3+,1,12.0,40.02702,-75.19416,Start as for Dirty Dishes [V3] and bust right using some awkward body tension cross moves. Finish as for I'm Bringing Lobsterbacks [V2].
293,293,Dirty Dish Traverse,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119451452/dirty-dish-traverse,3.0,-1,Boulder,V4,1,10.0,40.02702,-75.19416,"Sit start with hands on the sloping rail at the right end of the boulder. Make your way left to the ""dirty dishes"" holds and keep going (crux) until you hit the arete. Top out as for Ben Franklin."
294,294,Fishy Arete,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/114099427/fishy-arete,2.0,-1,Boulder,V4,1,,40.02702,-75.19416,Start on the jug at the base. Boulder at the base is on. Throw a right heel and move left on frictiony holds. Use the arete and crimps to get up and top out.Beta Video
295,295,Pinsor,Revolutionary Ridge Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116106444/pinsor,3.0,-1,Boulder,V5-,1,11.0,40.02702,-75.19416,"Start on the jug under the boulder. Toe hook to start, the kick boulder is off. Bump to a good right hand and kick around to a hand foot match with a right heel. (Hard not to dab)Use slopers to get to the Arete, then make a match on a wide pinch. Exit out to left of the Arete and start hold. Mellow topout"
296,296,Wissahickon Hermit Boulder,Wissahickon Hermit Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/115390662/wissahickon-hermit-boulder,2.5,-1,Boulder,V1,1,15.0,40.02842,-75.19825,Start your way up by using the first obvious sloper. Work your way up by using the small finger slots or the other slopers.The climb is finished at the very last hold.
297,297,Potpourri,Devil's Pool Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120153795/potpourri,4.0,-1,Boulder,V2+,1,15.0,40.05154,-75.21479,"Climb the arete on the far right of the boulder up to the alcove, and follow up to the top."
298,298,Wrastlin,Devil's Pool Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116112989/wrastlin,2.5,-1,Boulder,V3 PG13,1,15.0,40.05154,-75.21479,"Start with hand jams as low as possible in the lower left of the diagonally running hand crack. Follow the crack up and right where it flares out. The crux is getting from the flare to the upper lip of the boulder and there are two ways to go about it. Either make a reachy dynamic throw to the lip, or calf hook into the flare and use an undercling to wrestle your way into an insecure heel/toe cam then reach for the lip. Either method is very committing and having a spotter would be very nice psychological pro. The topout is easy enough but not a ""gimme"" so exercise caution as it would be a nasty fall coming off of the top."
299,299,Unknown Herb,Devil's Pool Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120153876/unknown-herb,3.0,-1,Boulder,V4-,1,15.0,40.05154,-75.21479,Start on the juggy left crack and climb straight up
300,300,Unknown Undercling,Devil's Pool Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120153853/unknown-undercling,4.0,-1,Boulder,V6+,1,15.0,40.05154,-75.21479,"Starting on the far right of the front face, traverse left to the sloping crack until you reach the start of ""Unknown Herb"", Finish on ""Unknown Herb""."
301,301,Shouting At The Devil,Devil's Pool Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120153827/shouting-at-the-devil,2.0,-1,Boulder,V7,1,15.0,40.05154,-75.21479,"Start in the prominent crack that ""Wrastlin'"" follows, but climb straight up the face and out left."
302,302,Up Schist Creek,Gorgas Creek Cave > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116620809/up-schist-creek,3.0,-1,Boulder,V0,1,,40.04363,-75.21309,Start on right side of lower rock formation and traverse left along obvious upper jug.  Lower crack provides secure feet.  Top out is slightly around the left side but be aware some rocks may be loose.
303,303,Hips And Nips,Gorgas Creek Cave > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116625263/hips-and-nips,3.0,-1,Boulder,V1,1,,40.04363,-75.21309,Sit start using the lower crack with sloping handholds.  Lay back and find foot holds inside the cave.  Traverse the cave opening by swiveling your hips to find footholds on lower left side of cave wall.  Proceed to obvious top out.
304,304,Double Rainbow,Gorgas Creek Cave > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119359690/double-rainbow,2.0,-1,Boulder,V1,1,15.0,40.04363,-75.21309,"Sit start where the left side of the cave meets the ground, not in the cave but on the outside as it begins to wrap around the corner. Traverse right over the opening of the cave. At some point you'll need to switch feet from one side to the other while your hands are towards the center of the top of the ""rainbow"" arch. Continue the traverse until you're fully to the right of the arch, then follow the crack up to the top edge of the rock (top rock is a bit dirty / overgrown), and follow that edge back over the cave until you're fully wrapped around the left side of the rock formation."
305,305,Wu Han,Gorgas Creek Cave > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118755973/wu-han,2.0,-1,Boulder,V2,1,12.0,40.04363,-75.21309,Start inside the cave about 4 ft in to the right. Two hand start on most obvious overhanging hold (it's well chalked).  Continue out to the lower right area of cave entrance and stay low with hands while moving to the lower left of cave entrance. My finish was a prominent hold to the left of entrance where I could firmly place two hands with relatively good footing. There is also an obvious top out variation that's still in the V3-category.
306,306,Log Lady,The Peak Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116841218/log-lady,3.0,-1,Boulder,V1+,1,,40.05755,-75.21799,SDS on the face to the left of the cave with a small left edge and large right jug. Climb straight up and top out in the space next to the tree.
307,307,Rifle,The Peak Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116841254/rifle,3.0,-1,Boulder,V3,1,,40.05755,-75.21799,Start low in the shallow cave and move up and right along a system of jugs. Top out over the lower ledge on the right side of the face. The difficulty level will probably depend mostly on how deep in the cave you begin.
308,308,Rampage,The Peak Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119008666/rampage,4.0,-1,Boulder,V3 R,1,15.0,40.05755,-75.21799,Right in between the rifle and the long lady. This time you are sending it all the way too the top. Have plenty of pads and spotters!
309,309,All Toads Go To Heaven,The Cubicle Area > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116845445/all-toads-go-to-heaven,0.0,-1,Boulder,V-easy,1,,40.0578,-75.21827,SDS as low as possible with your choice of great holds. Move up over the bulge and top out. Great warm out.
310,310,The Dirty Betsy,The Cubicle Area > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119527878/the-dirty-betsy,1.0,-1,Boulder,V0-,1,,40.0578,-75.21827,"Start on the lower crack and move up/across the overhang and top out on the right side. Side rock is on for V0, but can make it more challenging by skipping that feature. Avoid the dirt on the right!"
311,311,The Cubicle,The Cubicle Area > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116841441/the-cubicle,2.0,-1,Boulder,V0,1,,40.0578,-75.21827,Begin on crimps on the slab at the base. Move up between the two walls and top out.
312,312,Lite Green Lichen,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120049490/lite-green-lichen,2.0,-1,Boulder,V0,1,12.0,40.05817,-75.21897,Sit start with feet swept out to the left. Low crimpy holds and a heel hook may be useful beta. Make 1 or 2 powerful moves (height dependent) up to the contoured pocket and jug on the right. Match feet in the pocket and proceed to top out.
313,313,Ollivanders,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116841936/ollivanders,1.5,-1,Boulder,V0,1,,40.05817,-75.21897,Start on the far left and traverse right as far as possible before topping out. The top ledge is on.
314,314,Kirlian Auras,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116842282/kirlian-auras,1.0,-1,Boulder,V1,1,,40.05817,-75.21897,SDS with crimps at the bottom left. Move up on a sloper to a horizontal crack midway up. Keep moving and top out. Most holds are pretty clear of lichen already but you may have to brush a few holds.Beta Video
315,315,Rip Torn,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118158407/rip-torn,2.0,-1,Boulder,V1,1,,40.05817,-75.21897,SDS matched on the sharp arete in the middle of the wall. Move up to friendlier jugs in a crack on the right. Top out above.Beta Video
316,316,Lotza Lichen,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121166741/lotza-lichen,2.0,-1,Boulder,V1,1,,40.05817,-75.21897,Sit start on a jug flake below the blunt arete. Climb up and right following a large slanting crack to the top.
317,317,Lichen Variation,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120150307/lichen-variation,2.5,-1,Boulder,V1+,1,12.0,40.05817,-75.21897,"Sit start with hands matched on half moon crimp. Left foot heel hook, far right reach to knobby jub. Continue to contoured shelf and easy top out diagonally right."
318,318,Gneiss Dreams,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116842602/gneiss-dreams,1.0,-1,Boulder,V1-2,1,,40.05817,-75.21897,Start on the far left and traverse right as far as possible before topping out. The top ledge is off.
319,319,Crown Of Thorns,The Thorny Boulder > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121166783/crown-of-thorns,3.0,-1,Boulder,V2,1,,40.05817,-75.21897,Sit start on a jug at the base of the arete. Follow the line of the arete.
320,320,Garnet,Orange Trail Upper Boulders > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118158510/garnet,2.5,-1,Boulder,V0,1,,40.05914,-75.21982,"SDS with a large left sidepull and a low right crimp. Bump to higher jugs and cruise on up to an easy top out. Only a warm up, but we all gotta warm up somehow.Beta Video"
321,321,Aladdin Vein,Orange Trail Upper Boulders > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116842686/aladdin-vein,1.0,-1,Boulder,V1,1,,40.05914,-75.21982,"SDS and climb the crack to a solid top out. Sadly, the holds in the crack have some serious mud so beware if it's rained recently.Beta Video"
322,322,Quartz Crimp Traverse,Orange Trail Lower Boulders > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118158860/quartz-crimp-traverse,1.0,-1,Boulder,V0,1,,40.05805,-75.21934,Start as far left as possible on jugs in the wall. Traverse right without using holds on the lip. Top out on the right.Beta Video
323,323,Pumpers Better Than Tumblers,Orange Trail Lower Boulders > Valley Green > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118158918/pumpers-better-than-tumblers,3.0,-1,Boulder,V1+,1,,40.05805,-75.21934,SDS matched on the left arête. Traverse right along the sloping lip. Round the corner and continue right as far as possible. Throw a heel and top out.Beta Video
324,324,Sunday Stroll,Rittenhouse Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117648473/sunday-stroll,1.7,-1,Boulder,V0+,1,,40.02806,-75.19097,Start on the right side of the boulder with a low left jug and right edge. Move left to large holds on the face. Top out over the arête without exiting right onto the large shelf.Beta Video
325,325,A Walk In The Park,Rittenhouse Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117648346/a-walk-in-the-park,2.3,-1,Boulder,V0+,1,,40.02806,-75.19097,"Start on the right side of the boulder with a low left jug and right edge. Climb up to the ledge, reach for a high right jug then top out.Beta Video"
326,326,Unnamed,Rittenhouse Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117648727/unnamed,2.0,-1,Boulder,V1,1,,40.02806,-75.19097,SDS on the arête and climb up to jugs on the face. Top out on the right shelf. Boulder to the right of the arête is off.
327,327,Unnamed,Rittenhouse Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117648780/unnamed,2.0,-1,Boulder,V1+,1,,40.02806,-75.19097,"SDS on the arête and traverse along the jugs under the roof. At the dihedral, move up to the jugs under the second roof and traverse back to the right ledge and topout."
328,328,Limerence,Rittenhouse Boulders > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119219378/limerence,3.3,-1,Boulder,V2,1,,40.02806,-75.19097,"Start with large edge on the right corner at about chest height. Follow the diagonal crack up and left to the peak of the left arête. Traverse left along the lip and top out on the far left. Fun moves and a lot of mileage on this one.Beta VideoA harder variation avoids the the lip, following the crack as far as possible before topping out."
329,329,Light Of My Life,The Loners > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117000046/light-of-my-life,1.0,-1,Boulder,V0-,1,,40.06794,-75.22233,"Climb up the numerous jugs and shelves to a scrambly top out.On the right side of the large loner boulder.GPS:40.06817, -75.22234"
330,330,Short N Sour,The Loners > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120747850/short-n-sour,2.0,-1,Boulder,V0+,1,,40.06794,-75.22233,Short climb that's hard on your hands.
331,331,Saucer Traverse,The Loners > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116999681/saucer-traverse,3.0,-1,Boulder,V2,1,,40.06794,-75.22233,A nice long overhang traverse. Start as far left as possible and traverse the overhang. Top out with a mantle at the far right.
332,332,Unnamed Left,The Nose > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117678763/unnamed-left,2.0,-1,Boulder,V1-,1,9.0,40.01834,-75.20298,Sit start on the left side of the nose.  Pull two easy moves finishing with either a Dyno to the lip or a dead point to a slopey  jug. Top out is mellow.
333,333,The Nose Right,The Nose > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117678903/the-nose-right,3.0,-1,Boulder,V4-5,1,11.0,40.01834,-75.20298,"Stand start on a left hand Gaston, and a right hand side pull. Cross to the highest crimp and bump left. Use some heel compression and finish up with a bomb for the lip.The top is harder since a hold broke off."
334,334,Moon Pool,The Cleaver Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119291453/moon-pool,1.0,-1,Boulder,V-easy,1,,40.06249,-75.22188,Stand start matched on the far left end of the lip. Traverse right along the ridge to an easy top out.
335,335,The Cleaver,The Cleaver Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118325067/the-cleaver,2.0,-1,Boulder,V-easy,1,12.0,40.06249,-75.22188,Start on the far right and climb the arete then traverse. There are some nice crimps on the rock face along the way as well. Solid skinny topout at end of the boulder.
336,336,Deepest Bluest,The Cleaver Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119291586/deepest-bluest,2.0,-1,Boulder,V-easy,1,,40.06249,-75.22188,"SDS with jug. Move up to crimp rail, gain the lip, move right to an easy top out."
337,337,My Hat Is Like A Sharks Fin,The Cleaver Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119291594/my-hat-is-like-a-sharks-fin,2.0,-1,Boulder,V-easy,1,,40.06249,-75.22188,SDS with sidepull jugs. Move straight up to an easy top out.
338,338,Tsunami,The Cleaver Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119100448/tsunami,1.0,-1,Boulder,V1+,1,,40.06249,-75.22188,Follow the weakness under the roof. Exit climbers right and heel hook traverse to a low jug.
339,339,Delicatessen,The Cleaver Boulder > Wissahickon Valley Park > Philly > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120395146/delicatessen,3.0,-1,Boulder,V3,1,,40.06249,-75.22188,"SDS on far left end with your choice of holds on the face. The top lip is off. Traverse right with crimps and interesting features to the large rail just past the midpoint. Continue along the face until you reach the massive horn, top out above."
